# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    17.838711590   17.838713118   17.838710695
   15.015015015   -0.678497258   -0.678496949   -0.678497320
   15.045045045   -0.649424051   -0.649423770   -0.649424119
   15.075075075   -0.629106492   -0.629106242   -0.629106556
   15.105105105   -0.620094891   -0.620094670   -0.620094935
   15.135135135   -0.615593084   -0.615592884   -0.615593082
   15.165165165   -0.599187387   -0.599187197   -0.599187345
   15.195195195   -0.568735817   -0.568735626   -0.568735771
   15.225225225   -0.533643404   -0.533643210   -0.533643394
   15.255255255   -0.502299433   -0.502299227   -0.502299503
   15.285285285   -0.481580330   -0.481580081   -0.481580507
   15.315315315   -0.472230766   -0.472230465   -0.472231019
   15.345345345   -0.485478392   -0.485478085   -0.485478620
   15.375375375   -0.540640564   -0.540640333   -0.540640653
   15.405405405   -0.602434666   -0.602434533   -0.602434594
   15.435435435   -0.629421741   -0.629421621   -0.629421563
   15.465465465   -0.632765455   -0.632765317   -0.632765190
   15.495495495   -0.635473449   -0.635473323   -0.635473074
   15.525525526   -0.628952998   -0.628952897   -0.628952537
   15.555555556   -0.601977429   -0.601977336   -0.601976950
   15.585585586   -0.565885785   -0.565885671   -0.565885326
   15.615615616   -0.536043854   -0.536043654   -0.536043431
   15.645645646   -0.527060754   -0.527060375   -0.527060377
   15.675675676   -0.540571102   -0.540570523   -0.540570736
   15.705705706   -0.555939842   -0.555939205   -0.555939406
   15.735735736   -0.558204382   -0.558203826   -0.558203906
   15.765765766   -0.554568857   -0.554568452   -0.554568494
   15.795795796   -0.549316251   -0.549316001   -0.549316073
   15.825825826   -0.535193696   -0.535193524   -0.535193623
   15.855855856   -0.520364341   -0.520364177   -0.520364265
   15.885885886   -0.518967858   -0.518967668   -0.518967699
   15.915915916   -0.529090690   -0.529090462   -0.529090418
   15.945945946   -0.536263891   -0.536263634   -0.536263527
   15.975975976   -0.528265129   -0.528264866   -0.528264734
   16.006006006   -0.508710705   -0.508710473   -0.508710344
   16.036036036   -0.485421034   -0.485420853   -0.485420735
   16.066066066   -0.461220268   -0.461220120   -0.461220013
   16.096096096   -0.438961562   -0.438961422   -0.438961318
   16.126126126   -0.422558057   -0.422557912   -0.422557813
   16.156156156   -0.411133120   -0.411132961   -0.411132872
   16.186186186   -0.397159577   -0.397159399   -0.397159323
   16.216216216   -0.380900141   -0.380899938   -0.380899875
   16.246246246   -0.369363281   -0.369363049   -0.369363002
   16.276276276   -0.362391291   -0.362391033   -0.362391003
   16.306306306   -0.350294485   -0.350294214   -0.350294199
   16.336336336   -0.329911416   -0.329911138   -0.329911132
   16.366366366   -0.305250075   -0.305249784   -0.305249775
   16.396396396   -0.281483892   -0.281483598   -0.281483565
   16.426426426   -0.265153626   -0.265153363   -0.265153291
   16.456456456   -0.263761701   -0.263761493   -0.263761404
   16.486486486   -0.283000016   -0.282999822   -0.282999752
   16.516516517   -0.315454865   -0.315454656   -0.315454619
   16.546546547   -0.341011181   -0.341011055   -0.341011044
   16.576576577   -0.357722565   -0.357722642   -0.357722650
   16.606606607   -0.361002575   -0.361002811   -0.361002828
   16.636636637   -0.354659625   -0.354659898   -0.354659908
   16.666666667   -0.348923608   -0.348923855   -0.348923820
   16.696696697   -0.342761996   -0.342762199   -0.342762065
   16.726726727   -0.330647162   -0.330647326   -0.330647089
   16.756756757   -0.310817894   -0.310818030   -0.310817739
   16.786786787   -0.286953968   -0.286954079   -0.286953769
   16.816816817   -0.261879032   -0.261879110   -0.261878794
   16.846846847   -0.236358963   -0.236359000   -0.236358679
   16.876876877   -0.210267852   -0.210267855   -0.210267522
   16.906906907   -0.183779180   -0.183779158   -0.183778806
   16.936936937   -0.158167807   -0.158167763   -0.158167388
   16.966966967   -0.138719908   -0.138719842   -0.138719450
   16.996996997   -0.139877091   -0.139877004   -0.139876620
   17.027027027   -0.176791176   -0.176791068   -0.176790768
   17.057057057   -0.232363239   -0.232363158   -0.232363019
   17.087087087   -0.275320506   -0.275320540   -0.275320592
   17.117117117   -0.293869245   -0.293869388   -0.293869585
   17.147147147   -0.293382194   -0.293382381   -0.293382624
   17.177177177   -0.289101062   -0.289101258   -0.289101488
   17.207207207   -0.281345424   -0.281345619   -0.281345816
   17.237237237   -0.266854438   -0.266854632   -0.266854788
   17.267267267   -0.249285912   -0.249286092   -0.249286216
   17.297297297   -0.233787779   -0.233787901   -0.233788029
   17.327327327   -0.226742853   -0.226742844   -0.226743034
   17.357357357   -0.224277282   -0.224277151   -0.224277399
   17.387387387   -0.215722130   -0.215721964   -0.215722210
   17.417417417   -0.202173435   -0.202173282   -0.202173500
   17.447447447   -0.191559285   -0.191559162   -0.191559357
   17.477477477   -0.190268755   -0.190268668   -0.190268868
   17.507507508   -0.192813021   -0.192812967   -0.192813188
   17.537537538   -0.185665716   -0.185665682   -0.185665906
   17.567567568   -0.169108205   -0.169108181   -0.169108389
   17.597597598   -0.149111078   -0.149111061   -0.149111244
   17.627627628   -0.130037074   -0.130037072   -0.130037221
   17.657657658   -0.117087155   -0.117087183   -0.117087291
   17.687687688   -0.115244768   -0.115244820   -0.115244910
   17.717717718   -0.117714778   -0.117714813   -0.117714937
   17.747747748   -0.115122195   -0.115122216   -0.115122382
   17.777777778   -0.115565810   -0.115565848   -0.115566049
   17.807807808   -0.129706504   -0.129706567   -0.129706794
   17.837837838   -0.152081262   -0.152081322   -0.152081561
   17.867867868   -0.162494038   -0.162494049   -0.162494300
   17.897897898   -0.157509612   -0.157509551   -0.157509815
   17.927927928   -0.143254794   -0.143254700   -0.143254961
   17.957957958   -0.124810517   -0.124810431   -0.124810672
   17.987987988   -0.105653026   -0.105652958   -0.105653176
   18.018018018   -0.087896443   -0.087896384   -0.087896584
   18.048048048   -0.072856699   -0.072856638   -0.072856823
   18.078078078   -0.060970053   -0.060969995   -0.060970161
   18.108108108   -0.056013710   -0.056013682   -0.056013810
   18.138138138   -0.061146446   -0.061146486   -0.061146541
   18.168168168   -0.065125118   -0.065125274   -0.065125214
   18.198198198   -0.058819349   -0.058819654   -0.058819450
   18.228228228   -0.044733272   -0.044733707   -0.044733380
   18.258258258   -0.026444499   -0.026445017   -0.026444609
   18.288288288   -0.007372367   -0.007372928   -0.007372457
   18.318318318    0.008425254    0.008424703    0.008425228
   18.348348348    0.015767044    0.015766577    0.015767118
   18.378378378    0.008750928    0.008750644    0.008751096
   18.408408408   -0.009052315   -0.009052347   -0.009052086
   18.438438438   -0.023051780   -0.023051655   -0.023051524
   18.468468468   -0.025496299   -0.025496154   -0.025496037
   18.498498498   -0.016828055   -0.016827933   -0.016827827
   18.528528529   -0.007976178   -0.007976007   -0.007976081
   18.558558559   -0.006132505   -0.006132180   -0.006132669
   18.588588589   -0.005527194   -0.005526726   -0.005527602
   18.618618619   -0.006969584   -0.006969032   -0.006970077
   18.648648649   -0.019955736   -0.019955110   -0.019956169
   18.678678679   -0.041468104   -0.041467378   -0.041468399
   18.708708709   -0.064014853   -0.064013985   -0.064015003
   18.738738739   -0.078381303   -0.078380322   -0.078381402
   18.768768769   -0.077487969   -0.077486961   -0.077488095
   18.798798799   -0.069431630   -0.069430648   -0.069431794
   18.828828829   -0.059970399   -0.059969460   -0.059970606
   18.858858859   -0.046070410   -0.046069520   -0.046070661
   18.888888889   -0.028008814   -0.028007971   -0.028009094
   18.918918919   -0.008557932   -0.008557137   -0.008558231
   18.948948949    0.010341063    0.010341788    0.010340757
   18.978978979    0.026743182    0.026743794    0.026742881
   19.009009009    0.037078539    0.037079014    0.037078238
   19.039039039    0.036740921    0.036741290    0.036740630
   19.069069069    0.030983073    0.030983403    0.030982863
   19.099099099    0.030790733    0.030791089    0.030790711
   19.129129129    0.034101580    0.034101968    0.034101744
   19.159159159    0.032329261    0.032329647    0.032329505
   19.189189189    0.022066606    0.022066983    0.022066856
   19.219219219    0.015700381    0.015700745    0.015700575
   19.249249249    0.021076826    0.021077156    0.021076933
   19.279279279    0.033361687    0.033361965    0.033361697
   19.309309309    0.045582518    0.045582752    0.045582449
   19.339339339    0.051258726    0.051258988    0.051258688
   19.369369369    0.047917386    0.047917821    0.047917551
   19.399399399    0.040020181    0.040020904    0.040020638
   19.429429429    0.031794637    0.031795612    0.031795294
   19.459459459    0.024243566    0.024244695    0.024244295
   19.489489489    0.014541334    0.014542575    0.014542090
   19.519519520    0.006768221    0.006769540    0.006768997
   19.549549550    0.009288530    0.009289833    0.009289269
   19.579579580    0.018743422    0.018744624    0.018744045
   19.609609610    0.030197781    0.030198880    0.030198294
   19.639639640    0.041568050    0.041569099    0.041568518
   19.669669670    0.051703703    0.051704739    0.051704173
   19.699699700    0.060716841    0.060717879    0.060717342
   19.729729730    0.070777023    0.070778074    0.070777569
   19.759759760    0.082605821    0.082606890    0.082606419
   19.789789790    0.094100160    0.094101242    0.094100813
   19.819819820    0.102772531    0.102773606    0.102773235
   19.849849850    0.107972818    0.107973862    0.107973537
   19.879879880    0.109165128    0.109166108    0.109165767
   19.909909910    0.105401103    0.105401967    0.105401547
   19.939939940    0.101478588    0.101479307    0.101478845
   19.969969970    0.101312933    0.101313538    0.101313040
   20.000000000    0.103141992    0.103142579    0.103141868
   20.030030030    0.103784035    0.103784671    0.103783588
   20.060060060    0.104158396    0.104159054    0.104157712
   20.090090090    0.104558863    0.104559475    0.104558078
   20.120120120    0.106950233    0.106950772    0.106949470
   20.150150150    0.112143223    0.112143633    0.112142581
   20.180180180    0.117991730    0.117991863    0.117991268
   20.210210210    0.124646551    0.124646376    0.124646304
   20.240240240    0.134106615    0.134106274    0.134106507
   20.270270270    0.145051352    0.145050952    0.145051286
   20.300300300    0.154857137    0.154856706    0.154857073
   20.330330330    0.159925951    0.159925505    0.159925902
   20.360360360    0.157053479    0.157053111    0.157053511
   20.390390390    0.151261802    0.151261851    0.151262077
   20.420420420    0.150127499    0.150128400    0.150128217
   20.450450450    0.152974159    0.152975801    0.152975275
   20.480480480    0.153358704    0.153360651    0.153360038
   20.510510511    0.151439355    0.151441370    0.151440815
   20.540540541    0.153793674    0.153795700    0.153795221
   20.570570571    0.159980442    0.159982472    0.159982011
   20.600600601    0.167504565    0.167506564    0.167505961
   20.630630631    0.173470170    0.173472066    0.173471089
   20.660660661    0.175299935    0.175301654    0.175300292
   20.690690691    0.172607590    0.172609049    0.172607545
   20.720720721    0.169354821    0.169356052    0.169354564
   20.750750751    0.169016111    0.169017286    0.169015891
   20.780780781    0.170353801    0.170355047    0.170353804
   20.810810811    0.173876718    0.173878101    0.173876912
   20.840840841    0.179134066    0.179135640    0.179134288
   20.870870871    0.184403472    0.184405325    0.184403769
   20.900900901    0.188003626    0.188005855    0.188004370
   20.930930931    0.188753996    0.188756496    0.188755332
   20.960960961    0.189851668    0.189853987    0.189853065
   20.990990991    0.192685592    0.192686944    0.192685993
   21.021021021    0.194350808    0.194350682    0.194349600
   21.051051051    0.191669543    0.191668404    0.191667326
   21.081081081    0.186722773    0.186721231    0.186720211
   21.111111111    0.185833222    0.185831619    0.185830574
   21.141141141    0.189133376    0.189131926    0.189130847
   21.171171171    0.191727708    0.191726579    0.191725532
   21.201201201    0.191090057    0.191089309    0.191088378
   21.231231231    0.188395080    0.188394544    0.188393785
   21.261261261    0.183391440    0.183391012    0.183390416
   21.291291291    0.180393656    0.180393410    0.180392876
   21.321321321    0.184035562    0.184035475    0.184034926
   21.351351351    0.192087734    0.192087730    0.192087153
   21.381381381    0.201468989    0.201469014    0.201468430
   21.411411411    0.210771879    0.210771911    0.210771361
   21.441441441    0.219393833    0.219393898    0.219393405
   21.471471471    0.226881399    0.226881512    0.226881052
   21.501501502    0.232382366    0.232382486    0.232381986
   21.531531532    0.235273977    0.235274008    0.235273410
   21.561561562    0.236310748    0.236310590    0.236309902
   21.591591592    0.237555161    0.237554818    0.237554118
   21.621621622    0.240605130    0.240604731    0.240604065
   21.651651652    0.243107083    0.243106819    0.243106146
   21.681681682    0.241983623    0.241983701    0.241982908
   21.711711712    0.239844308    0.239844829    0.239843826
   21.741741742    0.240280130    0.240281020    0.240279813
   21.771771772    0.243497416    0.243498541    0.243497158
   21.801801802    0.249063040    0.249064299    0.249062752
   21.831831832    0.255893751    0.255895088    0.255893416
   21.861861862    0.263057753    0.263059142    0.263057391
   21.891891892    0.270259772    0.270261213    0.270259396
   21.921921922    0.277699458    0.277700958    0.277699068
   21.951951952    0.285272602    0.285274156    0.285272175
   21.981981982    0.292495978    0.292497547    0.292495457
   22.012012012    0.298832527    0.298834055    0.298831856
   22.042042042    0.303824980    0.303826434    0.303824182
   22.072072072    0.305981292    0.305982590    0.305980414
   22.102102102    0.301293199    0.301294084    0.301292306
   22.132132132    0.290285389    0.290285664    0.290284638
   22.162162162    0.282074308    0.282074211    0.282073792
   22.192192192    0.278375848    0.278375719    0.278375574
   22.222222222    0.278672791    0.278672786    0.278672693
   22.252252252    0.283722534    0.283722687    0.283722496
   22.282282282    0.290586886    0.290587171    0.290586839
   22.312312312    0.295713381    0.295713710    0.295713308
   22.342342342    0.297506822    0.297507005    0.297506735
   22.372372372    0.296708534    0.296708311    0.296708421
   22.402402402    0.297074997    0.297074380    0.297074830
   22.432432432    0.300436559    0.300435839    0.300436364
   22.462462462    0.304247975    0.304247336    0.304247787
   22.492492492    0.306976482    0.306975925    0.306976312
   22.522522523    0.308106298    0.308105743    0.308106143
   22.552552553    0.308900780    0.308900177    0.308900642
   22.582582583    0.309903519    0.309902837    0.309903383
   22.612612613    0.308683936    0.308683121    0.308683688
   22.642642643    0.305527297    0.305526354    0.305526735
   22.672672673    0.305250084    0.305249079    0.305249168
   22.702702703    0.308838476    0.308837426    0.308837259
   22.732732733    0.313514310    0.313513151    0.313512756
   22.762762763    0.317969354    0.317968034    0.317967470
   22.792792793    0.323117587    0.323116198    0.323115569
   22.822822823    0.327906255    0.327905093    0.327904496
   22.852852853    0.328931933    0.328931473    0.328930916
   22.882882883    0.325109859    0.325110259    0.325109525
   22.912912913    0.320556802    0.320557744    0.320556410
   22.942942943    0.318688271    0.318689480    0.318687392
   22.972972973    0.320236631    0.320237975    0.320235449
   23.003003003    0.323659411    0.323660872    0.323658243
   23.033033033    0.326955817    0.326957332    0.326954713
   23.063063063    0.330226653    0.330228085    0.330225485
   23.093093093    0.334612503    0.334613801    0.334611209
   23.123123123    0.339827837    0.339829082    0.339826522
   23.153153153    0.345065173    0.345066517    0.345064135
   23.183183183    0.349647593    0.349649055    0.349647180
   23.213213213    0.353467076    0.353468609    0.353467415
   23.243243243    0.357530853    0.357532453    0.357531632
   23.273273273    0.362248651    0.362250249    0.362249485
   23.303303303    0.366668217    0.366669762    0.366668961
   23.333333333    0.369768307    0.369769875    0.369769036
   23.363363363    0.370695295    0.370697051    0.370696141
   23.393393393    0.370523490    0.370525489    0.370524453
   23.423423423    0.371435144    0.371437295    0.371436117
   23.453453453    0.372239738    0.372241975    0.372240671
   23.483483483    0.372677822    0.372680139    0.372678717
   23.513513514    0.375439483    0.375441877    0.375440328
   23.543543544    0.380229327    0.380231794    0.380230103
   23.573573574    0.384112110    0.384114627    0.384112799
   23.603603604    0.383484454    0.383486948    0.383485011
   23.633633634    0.378074619    0.378076989    0.378074961
   23.663663664    0.374495277    0.374497550    0.374495388
   23.693693694    0.376016018    0.376018352    0.376016003
   23.723723724    0.380367099    0.380369617    0.380367045
   23.753753754    0.386089207    0.386091964    0.386089112
   23.783783784    0.392610099    0.392613125    0.392609929
   23.813813814    0.399381509    0.399384854    0.399381263
   23.843843844    0.405824742    0.405828478    0.405824493
   23.873873874    0.410964889    0.410969061    0.410964827
   23.903903904    0.413610682    0.413615029    0.413610971
   23.933933934    0.412619391    0.412623088    0.412620086
   23.963963964    0.407636772    0.407638843    0.407638107
   23.993993994    0.402221889    0.402222369    0.402223902
   24.024024024    0.399949132    0.399949062    0.399951469
   24.054054054    0.400858978    0.400859119    0.400861381
   24.084084084    0.404015723    0.404016333    0.404018141
   24.114114114    0.407002714    0.407003721    0.407005115
   24.144144144    0.408957479    0.408958475    0.408959831
   24.174174174    0.409534936    0.409535091    0.409537209
   24.204204204    0.407065825    0.407064679    0.407067943
   24.234234234    0.404746870    0.404745177    0.404748829
   24.264264264    0.406234429    0.406232873    0.406236350
   24.294294294    0.411060697    0.411059461    0.411062680
   24.324324324    0.417227785    0.417226880    0.417229884
   24.354354354    0.422469916    0.422469325    0.422472155
   24.384384384    0.425713587    0.425713327    0.425715965
   24.414414414    0.427734913    0.427735077    0.427737409
   24.444444444    0.428271474    0.428272190    0.428274106
   24.474474474    0.428536205    0.428537539    0.428539213
   24.504504505    0.431118924    0.431121294    0.431123045
   24.534534535    0.435579898    0.435584388    0.435586049
   24.564564565    0.439516392    0.439523562    0.439523156
   24.594594595    0.441950122    0.441959140    0.441954541
   24.624624625    0.442606568    0.442616244    0.442608253
   24.654654655    0.440041276    0.440050592    0.440041263
   24.684684685    0.429910431    0.429917556    0.429909524
   24.714714715    0.412229796    0.412231192    0.412227472
   24.744744745    0.396740219    0.396734705    0.396735884
   24.774774775    0.391239232    0.391230148    0.391233823
   24.804804805    0.394007197    0.393997456    0.394001785
   24.834834835    0.400177790    0.400168523    0.400172772
   24.864864865    0.406784320    0.406775828    0.406779749
   24.894894895    0.412665492    0.412657818    0.412661391
   24.924924925    0.417768841    0.417761966    0.417765257
   24.954954955    0.421777194    0.421771106    0.421774144
   24.984984985    0.425344857    0.425339504    0.425342231
   25.015015015    0.429307976    0.429303155    0.429305601
   25.045045045    0.432722915    0.432718429    0.432720687
   25.075075075    0.434621943    0.434617668    0.434619812
   25.105105105    0.435159150    0.435155008    0.435157104
   25.135135135    0.435562449    0.435558431    0.435560495
   25.165165165    0.436333085    0.436329212    0.436331192
   25.195195195    0.436716017    0.436712255    0.436714072
   25.225225225    0.436754634    0.436750835    0.436752512
   25.255255255    0.438450042    0.438446125    0.438447776
   25.285285285    0.441655018    0.441651030    0.441652708
   25.315315315    0.445124035    0.445120027    0.445121727
   25.345345345    0.448218285    0.448214317    0.448215985
   25.375375375    0.451069204    0.451065345    0.451066889
   25.405405405    0.453963116    0.453959409    0.453960782
   25.435435435    0.456223437    0.456220022    0.456221124
   25.465465465    0.457922094    0.457919121    0.457919831
   25.495495495    0.460529989    0.460527274    0.460527747
   25.525525526    0.464330282    0.464327518    0.464328014
   25.555555556    0.468680576    0.468677575    0.468678254
   25.585585586    0.473007737    0.473004372    0.473005353
   25.615615616    0.476573996    0.476570100    0.476571568
   25.645645646    0.478460094    0.478455483    0.478457667
   25.675675676    0.478510917    0.478505716    0.478508498
   25.705705706    0.476577214    0.476572183    0.476574742
   25.735735736    0.473507850    0.473503963    0.473505244
   25.765765766    0.471716010    0.471713676    0.471713354
   25.795795796    0.471270282    0.471270439    0.471267955
   25.825825826    0.471070004    0.471073869    0.471068371
   25.855855856    0.470112416    0.470118986    0.470111240
   25.885885886    0.469720365    0.469727838    0.469719200
   25.915915916    0.471638310    0.471645829    0.471636939
   25.945945946    0.474927350    0.474934672    0.474925707
   25.975975976    0.478478939    0.478485872    0.478477015
   26.006006006    0.481408951    0.481414851    0.481406836
   26.036036036    0.482212145    0.482215740    0.482210343
   26.066066066    0.481110284    0.481111145    0.481109771
   26.096096096    0.481335497    0.481334910    0.481336267
   26.126126126    0.483920211    0.483919312    0.483921432
   26.156156156    0.487469882    0.487469114    0.487471066
   26.186186186    0.490769094    0.490768577    0.490770111
   26.216216216    0.493083427    0.493083149    0.493084294
   26.246246246    0.493722074    0.493721936    0.493722828
   26.276276276    0.493047105    0.493046966    0.493047682
   26.306306306    0.492450351    0.492450145    0.492450586
   26.336336336    0.492848885    0.492848658    0.492848746
   26.366366366    0.494746806    0.494746635    0.494746429
   26.396396396    0.497174272    0.497174210    0.497173765
   26.426426426    0.498097345    0.498097285    0.498096780
   26.456456456    0.496547146    0.496546702    0.496546657
   26.486486486    0.495013337    0.495012249    0.495012987
   26.516516517    0.495843058    0.495841624    0.495842736
   26.546546547    0.498199690    0.498198210    0.498199297
   26.576576577    0.500794850    0.500793429    0.500794346
   26.606606607    0.503189058    0.503187723    0.503188438
   26.636636637    0.504871159    0.504869924    0.504870437
   26.666666667    0.505761766    0.505760626    0.505760946
   26.696696697    0.507068721    0.507067652    0.507067778
   26.726726727    0.509341155    0.509340130    0.509340055
   26.756756757    0.512219960    0.512218964    0.512218681
   26.786786787    0.515277984    0.515277019    0.515276529
   26.816816817    0.518197112    0.518196224    0.518195563
   26.846846847    0.520662690    0.520662006    0.520661348
   26.876876877    0.522613265    0.522612995    0.522612760
   26.906906907    0.524396332    0.524396605    0.524397057
   26.936936937    0.526061782    0.526062436    0.526063248
   26.966966967    0.526902978    0.526903797    0.526904575
   26.996996997    0.526532796    0.526533659    0.526534223
   27.027027027    0.525694079    0.525694920    0.525695271
   27.057057057    0.525683746    0.525684575    0.525684766
   27.087087087    0.527519282    0.527520161    0.527520181
   27.117117117    0.530525728    0.530526712    0.530526523
   27.147147147    0.533350487    0.533351597    0.533351150
   27.177177177    0.534310569    0.534311781    0.534310993
   27.207207207    0.532184629    0.532185902    0.532184655
   27.237237237    0.529188078    0.529189442    0.529187687
   27.267267267    0.528639792    0.528641333    0.528639124
   27.297297297    0.530688041    0.530689775    0.530687230
   27.327327327    0.533583139    0.533584825    0.533582277
   27.357357357    0.535466552    0.535467429    0.535465798
   27.387387387    0.534685212    0.534684234    0.534684877
   27.417417417    0.531529038    0.531526335    0.531529343
   27.447447447    0.528444401    0.528440977    0.528445042
   27.477477477    0.527180197    0.527176608    0.527180723
   27.507507508    0.527760457    0.527756981    0.527760765
   27.537537538    0.529110444    0.529107192    0.529110562
   27.567567568    0.530903260    0.530900240    0.530903229
   27.597597598    0.533206224    0.533203411    0.533206092
   27.627627628    0.535703103    0.535700465    0.535702896
   27.657657658    0.538155533    0.538153040    0.538155260
   27.687687688    0.540492598    0.540490224    0.540492258
   27.717717718    0.542714149    0.542711872    0.542713738
   27.747747748    0.544838347    0.544836148    0.544837858
   27.777777778    0.546880663    0.546878528    0.546880094
   27.807807808    0.548836222    0.548834138    0.548835581
   27.837837838    0.550643243    0.550641205    0.550642584
   27.867867868    0.552138655    0.552136668    0.552138134
   27.897897898    0.553237514    0.553235590    0.553237345
   27.927927928    0.554350443    0.554348579    0.554350613
   27.957957958    0.555826172    0.555824344    0.555826465
   27.987987988    0.557529344    0.557527532    0.557529614
   28.018018018    0.559259064    0.559257259    0.559259258
   28.048048048    0.560827205    0.560825405    0.560827306
   28.078078078    0.562002619    0.562000802    0.562002617
   28.108108108    0.562845484    0.562843600    0.562845380
   28.138138138    0.563902945    0.563900989    0.563902758
   28.168168168    0.565373360    0.565371351    0.565373102
   28.198198198    0.567055816    0.567053755    0.567055492
   28.228228228    0.568768329    0.568766196    0.568767931
   28.258258258    0.570393586    0.570391359    0.570393096
   28.288288288    0.571918196    0.571915864    0.571917592
   28.318318318    0.573523996    0.573521558    0.573523281
   28.348348348    0.575306392    0.575303844    0.575305582
   28.378378378    0.577165950    0.577163286    0.577165058
   28.408408408    0.578993812    0.578991021    0.578992850
   28.438438438    0.580816247    0.580813302    0.580815209
   28.468468468    0.582613470    0.582610316    0.582612325
   28.498498498    0.583990579    0.583987149    0.583989291
   28.528528529    0.584501511    0.584497725    0.584500014
   28.558558559    0.584222478    0.584218262    0.584220655
   28.588588589    0.583904608    0.583899948    0.583902391
   28.618618619    0.584267376    0.584262336    0.584264846
   28.648648649    0.585247713    0.585242905    0.585245142
   28.678678679    0.585507628    0.585504617    0.585505646
   28.708708709    0.584174704    0.584174948    0.584174219
   28.738738739    0.582693842    0.582696917    0.582695117
   28.768768769    0.582669921    0.582674239    0.582672150
   28.798798799    0.583237346    0.583241722    0.583239661
   28.828828829    0.583034224    0.583038167    0.583036231
   28.858858859    0.582757566    0.582760942    0.582759270
   28.888888889    0.583035895    0.583038651    0.583037619
   28.918918919    0.583335510    0.583337597    0.583337577
   28.948948949    0.584140008    0.584141562    0.584142328
   28.978978979    0.585645013    0.585646238    0.585647288
   29.009009009    0.587193845    0.587194857    0.587195857
   29.039039039    0.588534267    0.588535157    0.588535937
   29.069069069    0.590069858    0.590070685    0.590071277
   29.099099099    0.591851438    0.591852201    0.591852714
   29.129129129    0.593509351    0.593510061    0.593510547
   29.159159159    0.594685459    0.594686157    0.594686607
   29.189189189    0.595500790    0.595501505    0.595501893
   29.219219219    0.596286851    0.596287539    0.596287882
   29.249249249    0.597066125    0.597066743    0.597067058
   29.279279279    0.598075864    0.598076430    0.598076723
   29.309309309    0.599227701    0.599228262    0.599228530
   29.339339339    0.600353748    0.600354323    0.600354563
   29.369369369    0.601341553    0.601342113    0.601342343
   29.399399399    0.602003318    0.602003836    0.602004066
   29.429429429    0.602782392    0.602782863    0.602783099
   29.459459459    0.603881189    0.603881620    0.603881856
   29.489489489    0.604715642    0.604716048    0.604716241
   29.519519520    0.604995170    0.604995575    0.604995660
   29.549549550    0.605511592    0.605511998    0.605511986
   29.579579580    0.606721082    0.606721472    0.606721428
   29.609609610    0.608223144    0.608223511    0.608223471
   29.639639640    0.609482589    0.609482951    0.609482915
   29.669669670    0.609936843    0.609937247    0.609937187
   29.699699700    0.609667565    0.609668057    0.609667939
   29.729729730    0.609857656    0.609858215    0.609858046
   29.759759760    0.610895662    0.610896240    0.610896048
   29.789789790    0.612346240    0.612346816    0.612346614
   29.819819820    0.613910090    0.613910662    0.613910450
   29.849849850    0.615488396    0.615488970    0.615488741
   29.879879880    0.617064244    0.617064828    0.617064574
   29.909909910    0.618645961    0.618646564    0.618646277
   29.939939940    0.620245064    0.620245694    0.620245365
   29.969969970    0.621858260    0.621858917    0.621858544
   30.000000000    0.623428562    0.623429214    0.623428822
