  0.00000000E+00 -0.33146545E+01
  0.10081130E-01 -0.33166294E+01
  0.20162259E-01 -0.33225230E+01
  0.30243389E-01 -0.33322438E+01
  0.40324518E-01 -0.33456451E+01
  0.50405648E-01 -0.33625326E+01
  0.60486778E-01 -0.33826740E+01
  0.70567907E-01 -0.34058092E+01
  0.80649037E-01 -0.34316609E+01
  0.90730166E-01 -0.34599437E+01
  0.10081130E+00 -0.34903722E+01
  0.11089243E+00 -0.35226680E+01
  0.12097356E+00 -0.35565645E+01
  0.13105468E+00 -0.35918105E+01
  0.14113581E+00 -0.36281725E+01
  0.15121694E+00 -0.36654361E+01
  0.16129807E+00 -0.37034065E+01
  0.17137920E+00 -0.37419081E+01
  0.18146033E+00 -0.37807841E+01
  0.19154146E+00 -0.38198956E+01
  0.20162259E+00 -0.38591205E+01
  0.21170372E+00 -0.38983523E+01
  0.22178485E+00 -0.39374989E+01
  0.23186598E+00 -0.39764814E+01
  0.24194711E+00 -0.40152328E+01
  0.25202824E+00 -0.40536972E+01
  0.26210937E+00 -0.40918282E+01
  0.27219050E+00 -0.41295884E+01
  0.28227163E+00 -0.41669479E+01
  0.29235276E+00 -0.42038839E+01
  0.30243389E+00 -0.42403798E+01
  0.31251502E+00 -0.42764241E+01
  0.32259615E+00 -0.43120101E+01
  0.33267728E+00 -0.43471348E+01
  0.34275841E+00 -0.43817989E+01
  0.35283954E+00 -0.44160056E+01
  0.36292067E+00 -0.44497605E+01
  0.37300179E+00 -0.44830709E+01
  0.38308292E+00 -0.45159457E+01
  0.39316405E+00 -0.45483945E+01
  0.40324518E+00 -0.45804277E+01
  0.41332631E+00 -0.46120559E+01
  0.42340744E+00 -0.46432897E+01
  0.43348857E+00 -0.46741396E+01
  0.44356970E+00 -0.47046153E+01
  0.45365083E+00 -0.47347260E+01
  0.46373196E+00 -0.47644802E+01
  0.47381309E+00 -0.47938850E+01
  0.48389422E+00 -0.48229466E+01
  0.49397535E+00 -0.48516701E+01
  0.50405648E+00 -0.48800589E+01
  0.51413761E+00 -0.49081155E+01
  0.52421874E+00 -0.49358406E+01
  0.53429987E+00 -0.49632337E+01
  0.54438100E+00 -0.49902930E+01
  0.55446213E+00 -0.50170150E+01
  0.56454326E+00 -0.50433951E+01
  0.57462439E+00 -0.50694274E+01
  0.58470552E+00 -0.50951047E+01
  0.59478665E+00 -0.51204185E+01
  0.60486778E+00 -0.51453595E+01
  0.61494890E+00 -0.51699172E+01
  0.62503003E+00 -0.51940802E+01
  0.63511116E+00 -0.52178364E+01
  0.64519229E+00 -0.52411729E+01
  0.65527342E+00 -0.52640763E+01
  0.66535455E+00 -0.52865326E+01
  0.67543568E+00 -0.53085274E+01
  0.68551681E+00 -0.53300463E+01
  0.69559794E+00 -0.53510743E+01
  0.70567907E+00 -0.53715967E+01
  0.71576020E+00 -0.53915985E+01
  0.72584133E+00 -0.54110651E+01
  0.73592246E+00 -0.54299818E+01
  0.74600359E+00 -0.54483343E+01
  0.75608472E+00 -0.54661087E+01
  0.76616585E+00 -0.54832913E+01
  0.77624698E+00 -0.54998692E+01
  0.78632811E+00 -0.55158295E+01
  0.79640924E+00 -0.55311602E+01
  0.80649037E+00 -0.55458498E+01
  0.81657150E+00 -0.55598874E+01
  0.82665263E+00 -0.55732626E+01
  0.83673376E+00 -0.55859657E+01
  0.84681489E+00 -0.55979877E+01
  0.85689601E+00 -0.56093203E+01
  0.86697714E+00 -0.56199554E+01
  0.87705827E+00 -0.56298862E+01
  0.88713940E+00 -0.56391059E+01
  0.89722053E+00 -0.56476086E+01
  0.90730166E+00 -0.56553889E+01
  0.91738279E+00 -0.56624421E+01
  0.92746392E+00 -0.56687638E+01
  0.93754505E+00 -0.56743503E+01
  0.94762618E+00 -0.56791983E+01
  0.95770731E+00 -0.56833051E+01
  0.96778844E+00 -0.56866682E+01
  0.97786957E+00 -0.56892860E+01
  0.98795070E+00 -0.56911568E+01
  0.99803183E+00 -0.56922797E+01
  0.10081130E+01 -0.56926541E+01
  0.10182353E+01 -0.56922766E+01
  0.10283576E+01 -0.56911446E+01
  0.10384800E+01 -0.56892589E+01
  0.10486023E+01 -0.56866209E+01
  0.10587246E+01 -0.56832324E+01
  0.10688470E+01 -0.56790962E+01
  0.10789693E+01 -0.56742151E+01
  0.10890916E+01 -0.56685929E+01
  0.10992140E+01 -0.56622335E+01
  0.11093363E+01 -0.56551415E+01
  0.11194586E+01 -0.56473221E+01
  0.11295810E+01 -0.56387807E+01
  0.11397033E+01 -0.56295232E+01
  0.11498257E+01 -0.56195562E+01
  0.11599480E+01 -0.56088862E+01
  0.11700703E+01 -0.55975204E+01
  0.11801927E+01 -0.55854662E+01
  0.11903150E+01 -0.55727312E+01
  0.12004373E+01 -0.55593233E+01
  0.12105597E+01 -0.55452506E+01
  0.12206820E+01 -0.55305213E+01
  0.12308043E+01 -0.55151438E+01
  0.12409267E+01 -0.54991264E+01
  0.12510490E+01 -0.54824775E+01
  0.12611713E+01 -0.54652054E+01
  0.12712937E+01 -0.54473183E+01
  0.12814160E+01 -0.54288243E+01
  0.12915384E+01 -0.54097310E+01
  0.13016607E+01 -0.53900461E+01
  0.13117830E+01 -0.53697766E+01
  0.13219054E+01 -0.53489295E+01
  0.13320277E+01 -0.53275111E+01
  0.13421500E+01 -0.53055272E+01
  0.13522724E+01 -0.52829831E+01
  0.13623947E+01 -0.52598835E+01
  0.13725170E+01 -0.52362326E+01
  0.13826394E+01 -0.52120338E+01
  0.13927617E+01 -0.51872897E+01
  0.14028840E+01 -0.51620025E+01
  0.14130064E+01 -0.51361733E+01
  0.14231287E+01 -0.51098025E+01
  0.14332510E+01 -0.50828900E+01
  0.14433734E+01 -0.50554346E+01
  0.14534957E+01 -0.50274345E+01
  0.14636181E+01 -0.49988871E+01
  0.14737404E+01 -0.49697889E+01
  0.14838627E+01 -0.49401359E+01
  0.14939851E+01 -0.49099233E+01
  0.15041074E+01 -0.48791457E+01
  0.15142297E+01 -0.48477971E+01
  0.15243521E+01 -0.48158710E+01
  0.15344744E+01 -0.47833602E+01
  0.15445967E+01 -0.47502574E+01
  0.15547191E+01 -0.47165546E+01
  0.15648414E+01 -0.46822439E+01
  0.15749637E+01 -0.46473170E+01
  0.15850861E+01 -0.46117654E+01
  0.15952084E+01 -0.45755808E+01
  0.16053307E+01 -0.45387548E+01
  0.16154531E+01 -0.45012794E+01
  0.16255754E+01 -0.44631464E+01
  0.16356978E+01 -0.44243485E+01
  0.16458201E+01 -0.43848782E+01
  0.16559424E+01 -0.43447290E+01
  0.16660648E+01 -0.43038948E+01
  0.16761871E+01 -0.42623700E+01
  0.16863094E+01 -0.42201500E+01
  0.16964318E+01 -0.41772309E+01
  0.17065541E+01 -0.41336094E+01
  0.17166764E+01 -0.40892835E+01
  0.17267988E+01 -0.40442518E+01
  0.17369211E+01 -0.39985142E+01
  0.17470434E+01 -0.39520712E+01
  0.17571658E+01 -0.39049247E+01
  0.17672881E+01 -0.38570774E+01
  0.17774105E+01 -0.38085332E+01
  0.17875328E+01 -0.37592969E+01
  0.17976551E+01 -0.37093743E+01
  0.18077775E+01 -0.36587723E+01
  0.18178998E+01 -0.36074988E+01
  0.18280221E+01 -0.35555623E+01
  0.18381445E+01 -0.35029725E+01
  0.18482668E+01 -0.34497398E+01
  0.18583891E+01 -0.33958753E+01
  0.18685115E+01 -0.33413909E+01
  0.18786338E+01 -0.32862989E+01
  0.18887561E+01 -0.32306124E+01
  0.18988785E+01 -0.31743448E+01
  0.19090008E+01 -0.31175097E+01
  0.19191231E+01 -0.30601212E+01
  0.19292455E+01 -0.30021936E+01
  0.19393678E+01 -0.29437411E+01
  0.19494902E+01 -0.28847779E+01
  0.19596125E+01 -0.28253183E+01
  0.19697348E+01 -0.27653762E+01
  0.19798572E+01 -0.27049651E+01
  0.19899795E+01 -0.26440985E+01
  0.20001018E+01 -0.25827890E+01
  0.20102242E+01 -0.25210489E+01
  0.20203465E+01 -0.24588898E+01
  0.20304688E+01 -0.23963225E+01
  0.20405912E+01 -0.23333570E+01
  0.20507135E+01 -0.22700027E+01
  0.20608358E+01 -0.22062678E+01
  0.20709582E+01 -0.21421598E+01
  0.20810805E+01 -0.20776851E+01
  0.20912029E+01 -0.20128490E+01
  0.21013252E+01 -0.19476562E+01
  0.21114475E+01 -0.18821099E+01
  0.21215699E+01 -0.18162126E+01
  0.21316922E+01 -0.17499658E+01
  0.21418145E+01 -0.16833701E+01
  0.21519369E+01 -0.16164251E+01
  0.21620592E+01 -0.15491297E+01
  0.21721815E+01 -0.14814821E+01
  
  0.00000000E+00 -0.66184724E+00
  0.10081130E-01 -0.65899937E+00
  0.20162259E-01 -0.65048915E+00
  0.30243389E-01 -0.63641494E+00
  0.40324518E-01 -0.61693496E+00
  0.50405648E-01 -0.59225946E+00
  0.60486778E-01 -0.56264106E+00
  0.70567907E-01 -0.52836425E+00
  0.80649037E-01 -0.48973494E+00
  0.90730166E-01 -0.44707083E+00
  0.10081130E+00 -0.40069298E+00
  0.11089243E+00 -0.35091895E+00
  0.12097356E+00 -0.29805745E+00
  0.13105468E+00 -0.24240438E+00
  0.14113581E+00 -0.18424019E+00
  0.15121694E+00 -0.12382822E+00
  0.16129807E+00 -0.61413898E-01
  0.17137920E+00  0.27755460E-02
  0.18146033E+00  0.68530846E-01
  0.19154146E+00  0.13566023E+00
  0.20162259E+00  0.20398873E+00
  0.21170372E+00  0.27335746E+00
  0.22178485E+00  0.34362274E+00
  0.23186598E+00  0.41465531E+00
  0.24194711E+00  0.48633954E+00
  0.25202824E+00  0.55857261E+00
  0.26210937E+00  0.63126384E+00
  0.27219050E+00  0.70433399E+00
  0.28227163E+00  0.77771460E+00
  0.29235276E+00  0.85134741E+00
  0.30243389E+00  0.92518381E+00
  0.31251502E+00  0.99918426E+00
  0.32259615E+00  0.10733178E+01
  0.33267728E+00  0.11475616E+01
  0.34275841E+00  0.12219004E+01
